X1,X2,labels,IDs,Var5
-0.887151402,-3.401719946,spiny mouse,486560376,
-0.647365571,5.627702155,PV/FS,486755781,
-1.196660201,-4.050698917,spiny mouse,486776965,
1.140417511,6.893389967,PV/FS,486777819,
0.801394013,6.501107969,PV/FS,486783119,
2.353577847,0.226783108,IR/VIP,486875162,
-1.405085647,-1.306427337,spiny mouse,486893033,
-0.273968461,6.998611628,PV/FS,486896849,
3.929430638,2.488554784,SST/adap,486921382,
-4.771667254,-1.339529018,LS/Neurogliaform,486941367,
-1.213977468,-2.008357523,LS/Neurogliaform,487155664,
2.16153547,0.24405044,IR/VIP,487158599,
1.382843075,5.269329225,IR/VIP,487176969,
1.366100817,7.362674183,PV/FS,487306716,
-0.622071452,5.62242222,PV/FS,487323089,
-0.521150496,6.935757071,PV/FS,487352877,
-0.958492667,-2.34568011,spiny mouse,487353993,
-1.248008484,-4.667300755,spiny mouse,487358945,
0.265714008,7.272336885,PV/FS,487359276,
0.797050244,5.586903556,PV/FS,487405644,
-0.042630891,-2.6096438,spiny mouse,487445455,
0.914557429,-3.448981119,spiny mouse,487446992,
-1.448690203,-3.861712111,spiny mouse,487447111,
1.446954574,7.213599543,PV/FS,487537399,
1.036196683,5.35089544,PV/FS,487594856,
-2.645641652,-5.297295074,spiny mouse,487601493,
1.207766678,6.726906266,PV/FS,487640196,
-1.466914049,-4.12395339,spiny mouse,487661754,
-0.310455075,-1.981309814,spiny mouse,487663469,
-1.443800985,-2.053664229,spiny mouse,487664070,
1.073838747,-1.852815859,spiny mouse,487664663,
1.214257065,6.168046232,PV/FS,487667205,
-2.313099317,-4.365115968,spiny mouse,488117124,
1.35169499,6.276849184,PV/FS,488230133,
4.787852184,1.07071637,spiny mouse,488359338,
4.843146232,0.956149726,spiny mouse,488380827,
-0.157096663,-2.258085124,spiny mouse,488419491,
-1.22033208,-1.917699629,spiny mouse,488420599,
0.724058956,-2.867706685,spiny mouse,488426904,
-0.185684998,-1.645622063,spiny mouse,488428837,
-0.824708431,-0.422754064,spiny mouse,488430421,
1.153952023,-2.904531116,spiny mouse,488430487,
0.089640309,-0.204807554,spiny mouse,488432250,
-1.922294364,-2.248999914,spiny mouse,488434725,
-0.380013435,6.004219059,PV/FS,488438177,
0.774059532,5.178412469,PV/FS,488440436,
-0.459717099,-1.515995147,spiny mouse,488448839,
1.350089075,6.419605893,PV/FS,488450754,
0.172727776,-0.471012227,spiny mouse,488462885,
-1.099980596,-2.532538053,spiny mouse,488467273,
-0.482384563,-4.39610962,spiny mouse,488471111,
0.089859483,6.492074755,PV/FS,488473535,
0.642962487,6.118403077,PV/FS,488491186,
1.072558985,7.089699424,IR/VIP,488491756,
1.434875822,7.443606604,PV/FS,488493019,
-0.200699754,-0.95045505,IR/VIP,488495740,
-0.243250035,7.08607868,PV/FS,488496181,
0.622584282,6.502215975,PV/FS,488497498,
-0.412334353,6.864000041,PV/FS,488501071,
-1.041593038,-2.570747931,spiny mouse,488501165,
1.476182626,6.147001178,PV/FS,488501487,
0.283207316,7.337274446,PV/FS,488504814,
0.977266891,4.095258417,PV/FS,488674910,
-0.259149904,-1.868387729,spiny mouse,488675026,
0.82642158,2.810876531,SST/adap,488677318,
4.30028231,2.615583924,SST/adap,488677942,
0.741858781,3.337030999,PV/FS,488677994,
-3.169118364,-2.466917555,spiny mouse,488679042,
3.084750852,-2.27800471,spiny mouse,488680211,
-0.522551167,-2.609529398,spiny mouse,488680917,
1.489231035,1.241882106,SST/adap,488681087,
2.071617295,0.693701748,SST/adap,488683322,
-0.248020202,-2.666594066,spiny mouse,488683425,
1.335212795,7.570019406,PV/FS,488685185,
-4.881993725,-1.505686668,LS/Neurogliaform,488686369,
-0.216812672,5.623677343,PV/FS,488687042,
4.726191269,1.450267842,spiny mouse,488688344,
-0.9141533,-2.433379418,spiny mouse,488688374,
1.417509138,7.242005291,PV/FS,488688580,
-1.476806728,-4.139928054,spiny mouse,488689365,
-0.219325809,-2.152512383,spiny mouse,488689403,
-1.842771969,-4.696282471,spiny mouse,488695444,
-0.405905886,-3.136051561,spiny mouse,488697163,
0.615507112,5.940006838,PV/FS,488697964,
-0.377969152,-4.226571364,spiny mouse,488698341,
0.555180153,0.808842116,IR/VIP,488699635,
1.337894188,6.59255596,PV/FS,488707768,
0.182501762,6.467064141,PV/FS,488711144,
-0.369640072,5.896270433,PV/FS,488712472,
-1.847499951,-1.890575223,spiny mouse,489259263,
1.230194248,7.604064647,PV/FS,489719193,
1.029330557,-3.512840079,spiny mouse,489731121,
0.965287315,-3.472837927,spiny mouse,489751959,
-1.197232341,-1.057865784,spiny mouse,489752610,
4.522705399,1.052546032,spiny mouse,489753228,
-1.253679501,-1.724132849,spiny mouse,489753277,
-0.467604631,-2.378496997,spiny mouse,489754156,
4.647385913,1.05525393,spiny mouse,489885173,
-0.871920987,-2.47623653,spiny mouse,489888847,
2.973453774,-2.580053045,spiny mouse,489888898,
-0.340866646,-0.416795443,spiny mouse,489923501,
3.72978736,2.463354797,IR/VIP,490149337,
-2.071791037,-2.824024489,spiny mouse,490170480,
0.890467222,-2.499386166,spiny mouse,490171952,
-2.521424469,-4.995139772,spiny mouse,490172112,
1.152873099,-3.211060812,spiny mouse,490205998,
-0.323351017,-2.717744617,spiny mouse,490259231,
0.072282133,-0.155675823,spiny mouse,490259892,
0.941634674,-3.534192674,spiny mouse,490263211,
0.436773058,-2.726339493,spiny mouse,490263438,
0.209090117,-2.593052989,spiny mouse,490264167,
-2.584880381,-1.620450585,spiny mouse,490267219,
-0.583294243,-2.539881494,spiny mouse,490267468,
0.772492246,1.460897836,SST/adap,490276212,
-2.78396411,-3.962760647,spiny mouse,490283114,
-2.140127312,-4.751857028,spiny mouse,490283519,
-0.405683625,-2.072588204,spiny mouse,490376252,
1.299152244,7.410796467,PV/FS,490382353,
-2.792139741,-4.070526109,spiny mouse,490385956,
1.332224621,7.332589866,PV/FS,490386426,
0.951341468,6.741403635,PV/FS,490387590,
0.639955798,-3.187154479,spiny mouse,490558274,
-0.313777143,-4.364113594,spiny mouse,490576429,
-1.510663537,-3.726636483,spiny mouse,490601284,
0.615649037,-3.45568275,spiny mouse,490612150,
0.908680766,-2.157195211,spiny mouse,490612844,
1.085371811,-2.974203834,spiny mouse,490624177,
0.037744322,-3.070959046,spiny mouse,490626718,
0.463419466,-2.899711647,spiny mouse,490626827,
-0.778147064,0.329670208,spiny mouse,490712265,
0.794453758,-2.467631701,spiny mouse,490718897,
3.62851899,2.337511811,IR/VIP,490729633,
-0.031592291,-0.446225148,spiny mouse,490733962,
1.036435933,2.515536908,SST/adap,490746462,
0.475984181,-3.373490293,spiny mouse,490772223,
-0.257379581,-1.590142578,spiny mouse,490779678,
1.144683574,1.561062438,SST/adap,490789494,
-0.019308303,-2.185475628,spiny mouse,490790207,
0.338290682,7.160418843,PV/FS,490908575,
1.323101584,1.260288072,SST/adap,490912243,
0.885134117,-2.312451715,spiny mouse,490916919,
-1.476799497,-1.316501493,spiny mouse,490931049,
-0.15170528,-1.634339218,spiny mouse,490966322,
-0.882948733,-1.285327668,spiny mouse,490982660,
1.543938756,2.192508559,SST/adap,491026389,
0.647285295,2.20714263,SST/adap,491029832,
-0.655975426,6.823301201,PV/FS,491031969,
1.264060725,6.990427499,PV/FS,491038812,
-0.733094619,-3.034289952,spiny mouse,497499510,
4.288444714,2.592573319,SST/adap,497560724,
4.904522091,1.115547151,spiny mouse,497590510,
1.323887557,-2.670576112,spiny mouse,497611660,
-2.016511851,-4.138088875,spiny mouse,500857324,
-1.124664792,-2.020142366,spiny mouse,500859045,
-0.355859287,5.758557538,PV/FS,500862585,
-0.249723217,5.979488542,PV/FS,500864322,
0.204212909,5.891295699,PV/FS,500864898,
-0.180563525,-2.479160325,spiny mouse,500894271,
-1.521579551,-1.414177202,spiny mouse,500955426,
-0.970967864,-1.90242443,spiny mouse,500961697,
-1.770466656,-2.341381462,spiny mouse,500963059,
-2.396550852,-4.071584655,spiny mouse,500964358,
-2.175599491,-2.385366913,spiny mouse,500964382,
0.734928293,1.769436211,SST/adap,500966656,
-1.265269246,-2.219044237,spiny mouse,501014504,
0.627635061,-3.199164755,spiny mouse,501022658,
-1.004203764,-2.274419416,spiny mouse,501023852,
2.731086752,-1.350962141,SST/adap,501280518,
2.074189532,0.649487003,SST/adap,501282204,
0.387869803,-2.722237424,spiny mouse,501562903,
0.066079479,-2.29574979,spiny mouse,501563275,
0.427130035,-2.758761083,spiny mouse,501566512,
1.471404175,-1.233105393,IR/VIP,501570114,
1.412610163,2.103325294,SST/adap,501730497,
0.75488191,-2.929904825,IR/VIP,501736631,
1.966182541,2.168668015,SST/adap,501798889,
2.922415594,-2.625718149,spiny mouse,501799874,
-2.219049836,-4.354747384,spiny mouse,501839495,
-4.385652506,-1.036111057,spiny mouse,501841672,
-2.563338287,-5.341181474,spiny mouse,501842713,
-0.854343925,-0.017541839,spiny mouse,501845152,
-1.484362676,-3.514392087,spiny mouse,501845630,
-2.049492568,-2.51835791,spiny mouse,501847408,
-0.058657975,0.0818612,spiny mouse,501847931,
0.221972302,-3.056223899,spiny mouse,501848265,
-1.923230573,-1.715591664,spiny mouse,501848315,
-3.032170595,-3.358109168,spiny mouse,501850666,
-3.709298593,-2.62731612,spiny mouse,501886192,
-0.208580481,0.850510434,spiny mouse,501891177,
-2.027321948,-2.876976648,spiny mouse,501895840,
1.113764294,-0.47572805,SST/adap,501940485,
-2.337023659,-2.380126748,spiny mouse,501951290,
-1.638980164,-4.476014959,spiny mouse,501956013,
-2.094118821,-1.747438643,spiny mouse,502100978,
-1.725345448,-3.738049702,spiny mouse,502120615,
-1.08251656,-2.080332067,spiny mouse,502143149,
-1.099271213,-3.060927697,spiny mouse,502143555,
-2.182107263,-2.241417815,spiny mouse,502144146,
-0.508952712,-1.999995628,spiny mouse,502193385,
-1.256175189,-2.422454093,spiny mouse,502245101,
-1.039558665,-2.255530642,spiny mouse,502260112,
-1.586104533,-1.881089912,spiny mouse,502267531,
0.903197259,-3.089949363,spiny mouse,502269786,
-2.580723703,-3.057888964,spiny mouse,502359001,
0.014302888,-0.812443034,spiny mouse,502359348,
-1.916725056,-2.691478463,spiny mouse,502366405,
-2.444339104,-2.428093001,spiny mouse,502367941,
0.869326123,1.737780127,SST/adap,502382506,
2.817402367,-2.715510694,spiny mouse,502383543,
-1.22238932,-3.477676296,spiny mouse,502574847,
-2.082424498,-2.005104115,spiny mouse,502597328,
-0.610425542,-1.441905462,spiny mouse,502614426,
-3.078506593,-2.44703628,spiny mouse,502647640,
-2.306679919,-2.852092701,spiny mouse,502665074,
-1.638799906,-3.417870946,spiny mouse,502667140,
-2.078903353,-2.788091389,spiny mouse,502808270,
-1.983325485,-2.934015698,spiny mouse,502829071,
-2.260134853,-2.164974856,spiny mouse,502873181,
-0.13887929,-1.683243661,spiny mouse,502887600,
0.384057752,-2.443427404,spiny mouse,502978383,
-1.439752982,-2.316673015,spiny mouse,502993826,
-1.926676573,-1.977882785,spiny mouse,502999078,
0.69755924,-3.031537979,spiny mouse,503286448,
-0.348481309,-1.73603407,spiny mouse,503517607,
0.554729207,-2.683901497,spiny mouse,503582237,
-0.620827675,-1.923933758,spiny mouse,503595332,
2.833538393,-2.691170187,spiny mouse,503814817,
-1.005785171,-1.893555004,spiny mouse,503823047,
-4.892419563,-1.571126875,LS/Neurogliaform,504120613,
-2.591339333,-5.030727275,spiny mouse,504179737,
-1.236614304,-3.959799334,spiny mouse,504567071,
3.191521666,-1.977227344,SST/adap,504605677,
0.849673222,0.822115791,SST/adap,504608602,
4.678668773,1.125936178,spiny mouse,504613416,
-2.195506798,-3.52811809,spiny mouse,504614622,
-0.116544699,-1.690130654,spiny mouse,504615116,
-2.090911899,-2.874351092,spiny mouse,504635521,
-2.122057919,-3.665572544,spiny mouse,504643398,
-2.063314208,-3.902261212,spiny mouse,504647603,
-0.885126853,-0.877325298,spiny mouse,504913842,
-2.314301781,-4.278236912,spiny mouse,505200218,
-0.181385988,-3.728260535,spiny mouse,505202906,
-2.209525996,-2.666882256,spiny mouse,505476170,
0.231420277,-2.749282874,spiny mouse,505512874,
-1.474339316,-4.0042744,spiny mouse,505795846,
-1.554202284,-1.882445411,spiny mouse,505798354,
-2.249136014,-3.566854453,spiny mouse,505804754,
-0.702308503,-1.344115019,spiny mouse,505808144,
-2.27787986,-4.339059396,spiny mouse,505847801,
-0.756742846,-3.829411558,spiny mouse,506133241,
-1.956896538,-4.529613482,spiny mouse,506226516,
-2.326380989,-3.899488896,spiny mouse,506777471,
-1.478502102,-1.432964256,spiny mouse,507100117,
0.443325687,-0.879721113,spiny mouse,507101551,
-1.832613307,-2.370215476,spiny mouse,507121819,
1.253879771,-3.278576296,spiny mouse,507770911,
0.305099157,-2.16403223,spiny mouse,507914933,
1.0798135,-2.28485138,spiny mouse,507918877,
-0.947070357,-1.934163801,spiny mouse,507996688,
-0.022822791,-0.888846878,spiny mouse,508272216,
1.648991232,-2.62829179,spiny mouse,508275137,
-1.515197928,-4.017407757,spiny mouse,508276760,
-2.279416933,-4.112092199,spiny mouse,508566646,
4.860211499,1.058781526,spiny mouse,508883033,
-0.404482932,-1.101983865,spiny mouse,508887004,
-0.122281892,-1.862648638,spiny mouse,508911693,
1.689546825,-1.926572447,spiny mouse,508980706,
1.823417883,-1.944696064,spiny mouse,508987256,
-0.021695275,-2.253355451,spiny mouse,509003464,
-0.091841431,-1.531581555,spiny mouse,509005331,
0.317228147,7.296191064,PV/FS,509515969,
-0.622353134,6.770307573,PV/FS,509522358,
1.507156391,6.130411467,PV/FS,509617624,
1.847559507,-1.221550305,IR/VIP,509620929,
1.203080016,7.256994847,PV/FS,509683388,
1.119571846,6.630284139,PV/FS,509779247,
0.018657893,-0.42150103,spiny mouse,509875338,
-2.665653426,-1.905254593,spiny mouse,509881736,
0.307544473,-1.935593915,spiny mouse,509885554,
-2.14274177,-3.232538012,spiny mouse,510106222,
0.410136847,-2.783208702,spiny mouse,510114363,
0.218358364,-4.020016607,spiny mouse,510136749,
0.502335765,0.719733767,IR/VIP,510376592,
-1.748752773,-3.299451023,spiny mouse,510395901,
-2.028377001,-0.978874512,spiny mouse,510451636,
-1.181955295,-2.585585296,spiny mouse,510455612,
-2.325125477,-3.324362027,spiny mouse,510658021,
0.185942445,-0.156010719,spiny mouse,510702304,
-3.051977088,-2.454471006,spiny mouse,510702728,
-0.261561023,5.92117393,PV/FS,510706277,
1.308245568,7.11816179,PV/FS,510715606,
-2.202586632,-4.227528484,spiny mouse,510946335,
1.689707786,7.17563158,PV/FS,511244283,
-0.666562355,5.584922635,PV/FS,511247944,
-1.714011868,-3.00833249,spiny mouse,512319604,
-2.175713782,-3.257346907,spiny mouse,512322162,
-1.408507308,-4.606300465,spiny mouse,513510227,
0.051596571,-2.411206188,spiny mouse,513514828,
-0.535643371,-4.024343424,spiny mouse,513531471,
-4.192843762,-1.07015808,spiny mouse,513579447,
-2.701139382,-5.322136649,spiny mouse,513591094,
0.456817977,-3.327290612,spiny mouse,513593674,
-2.571759298,-1.614298825,spiny mouse,513800575,
-2.019608007,-2.598421327,spiny mouse,513803975,
-1.889969793,-2.373396433,spiny mouse,513832252,
0.934277058,-3.183703305,spiny mouse,513843815,
-0.191155806,-1.913933632,spiny mouse,513877604,
-1.533182278,-4.11321637,spiny mouse,513879001,
-1.72367053,-1.493235989,spiny mouse,514530024,
-1.68471526,-2.161686003,spiny mouse,514544971,
2.324825439,0.260547123,IR/VIP,514767977,
1.603892029,-1.208863402,IR/VIP,514824979,
-4.30860283,-1.001545595,LS/Neurogliaform,514825708,
2.025581812,-0.245190284,IR/VIP,514907630,
-1.63591463,-1.86529643,spiny mouse,515056927,
-3.348105638,-2.441272763,spiny mouse,515059388,
-0.297349357,-1.350286523,spiny mouse,515188639,
0.507826087,0.682269671,spiny mouse,515199779,
-2.232722772,-2.363784456,spiny mouse,515202564,
-0.664578351,-1.95325711,spiny mouse,515249852,
4.347823499,1.959356357,IR/VIP,515264431,
1.48142643,6.440620116,PV/FS,515296303,
0.317941649,7.458657453,PV/FS,515302868,
1.203955503,7.141570511,PV/FS,515305346,
-3.732428283,-2.855852149,spiny mouse,515435668,
-3.510020584,-2.40952992,spiny mouse,515462796,
-2.194990964,-2.390148525,spiny mouse,515464483,
0.280481239,-1.068235614,spiny mouse,515511110,
0.46583477,-0.823355637,spiny mouse,515524026,
-2.650968701,-5.247176747,spiny mouse,515771244,
-1.137589292,-1.354472426,spiny mouse,515949222,
1.874615299,-2.193868229,spiny mouse,515986607,
-0.373966763,-2.334652992,spiny mouse,516086402,
3.919633519,2.412959909,IR/VIP,516327568,
3.174531695,-1.499872806,SST/adap,516362762,
0.703095074,-2.524853455,LS/Neurogliaform,516838734,
0.687629986,-1.862409764,LS/Neurogliaform,516880237,
-1.605947172,-1.314959861,spiny mouse,516881226,
-0.538715586,5.589400326,PV/FS,516906055,
-1.252853558,-1.113953067,spiny mouse,516916566,
1.605272417,-2.108659164,spiny mouse,517077548,
-1.054152031,-3.902046104,spiny mouse,517319635,
2.902732821,-1.12419927,SST/adap,517330781,
3.1049102,-1.359656067,SST/adap,517343484,
0.997543593,-0.269842036,SST/adap,517345160,
4.153538027,2.116153563,IR/VIP,517353438,
-2.32178414,-2.35926015,spiny mouse,517645929,
-0.429391453,-0.856786242,spiny mouse,517647182,
4.381575212,1.015845406,spiny mouse,517752298,
-1.650594298,-4.104576066,spiny mouse,517753911,
-3.055886254,-2.441031202,spiny mouse,517974394,
-0.170114037,-3.889516539,spiny mouse,517977609,
2.741687717,-2.744358002,spiny mouse,517981878,
-1.960499982,-2.905386909,spiny mouse,517982558,
-0.838880341,-3.048670264,spiny mouse,518238899,
-1.686760239,-2.559600859,spiny mouse,518271679,
-2.059898701,-4.340036702,spiny mouse,518287095,
-2.584351863,-5.217230375,spiny mouse,518290966,
1.926800938,-1.70080144,IR/VIP,518623704,
-4.804947562,-1.731881073,LS/Neurogliaform,518750800,
0.770013481,6.490967942,PV/FS,518753555,
1.396552498,-1.163666594,IR/VIP,519220630,
4.506867612,2.440468403,IR/VIP,519517188,
1.405976391,-0.694964099,IR/VIP,519549081,
-1.538917267,-1.88531104,SST/adap,519749342,
3.77325568,2.398473311,IR/VIP,519751607,
3.267093087,-2.039483805,IR/VIP,520347870,
-2.721460486,-5.222459864,spiny mouse,521399472,
-1.854103227,-4.715234261,spiny mouse,521409057,
-1.575410713,-4.346905596,spiny mouse,521625948,
-0.798262991,-1.422461044,spiny mouse,521938313,
-1.372182702,-1.273711021,spiny mouse,521958756,
-0.066804423,0.458928444,IR/VIP,522108467,
-0.400966784,-2.347614227,spiny mouse,522147522,
2.027594952,-1.743813151,spiny mouse,522152249,
-1.586497753,-3.435388152,LS/Neurogliaform,522257166,
-4.81249595,-1.942583063,LS/Neurogliaform,522260194,
2.543588587,-2.280281536,IR/VIP,522260244,
-2.118378839,-2.861215859,spiny mouse,522301604,
-0.305806489,-1.460594737,IR/VIP,522408506,
1.38801129,2.208193467,SST/adap,522416880,
3.038633988,-2.294857417,IR/VIP,522418855,
2.026297353,0.261201108,IR/VIP,522676397,
0.152251575,-2.131402302,spiny mouse,522696638,
-0.410042005,-1.221469017,IR/VIP,522723828,
4.107217581,1.894774323,IR/VIP,523205934,
1.241526959,0.617214992,IR/VIP,523478821,
-4.866952175,-1.957155772,LS/Neurogliaform,523478869,
-0.365636098,-2.657738181,spiny mouse,523729022,
-4.782378949,-1.504923163,LS/Neurogliaform,523748610,
-4.624721521,-1.275801986,LS/Neurogliaform,524074295,
4.88042337,1.040602494,spiny mouse,524090036,
1.352951832,2.252539213,SST/adap,524647261,
1.121377017,0.331792766,IR/VIP,524675712,
0.713611022,0.922635382,SST/adap,524676260,
2.714253075,-2.503743457,IR/VIP,524689239,
-0.330689261,0.946403595,IR/VIP,524693113,
0.60098507,-0.726633684,spiny mouse,524850271,
-0.430838452,-2.945461914,spiny mouse,524857207,
-4.236567013,-0.987938894,LS/Neurogliaform,526531616,
-4.163376121,-1.22552975,LS/Neurogliaform,526545261,
-2.209050968,-4.421186821,spiny mouse,526573598,
-2.663267727,-2.962739258,spiny mouse,526643573,
-2.151076474,-2.80701335,spiny mouse,526668864,
3.86375529,2.45415706,SST/adap,526785742,
-4.38507644,-1.037502223,LS/Neurogliaform,526801742,
-4.749348501,-1.868671873,LS/Neurogliaform,526936091,
-4.053237695,-0.842943855,IR/VIP,526939383,
-4.120769382,-1.300809091,LS/Neurogliaform,526943222,
-4.17135366,-2.40365469,spiny mouse,526946319,
-2.23058636,-3.253991483,spiny mouse,526946778,
-0.072743796,-1.102575675,spiny mouse,526950199,
-1.792663294,-2.251367123,spiny mouse,526951157,
-0.877560341,0.092090103,IR/VIP,527089085,
-0.822782419,0.298894115,IR/VIP,527095729,
-4.054782069,-1.275731142,LS/Neurogliaform,527104986,
-1.974590451,-3.488701884,spiny mouse,527116037,
-4.496160049,-1.001105496,LS/Neurogliaform,527463935,
-3.981387228,-1.225981104,LS/Neurogliaform,527464013,
-4.690840538,-1.862106683,LS/Neurogliaform,527579814,
-2.648017056,-5.309633928,spiny mouse,527826878,
-2.404019088,-4.919360575,spiny mouse,527864026,
-4.388759191,-1.797552861,LS/Neurogliaform,527869035,
-4.581622159,-2.292918457,LS/Neurogliaform,527874431,
-3.997796707,-2.560021043,spiny mouse,528486009,
-2.319603687,-2.325218582,spiny mouse,528501887,
-3.632315527,-2.691058583,spiny mouse,530204927,
-0.725977028,0.462344541,IR/VIP,530235049,
-1.757670334,-3.063014826,spiny mouse,530325234,
-2.240687789,-2.776352432,spiny mouse,530335449,
-2.724203598,-4.011608829,spiny mouse,530349764,
3.834584445,2.545343287,SST/adap,530731648,
0.921250358,-0.04199331,SST/adap,530737765,
-3.988681936,-0.736343462,IR/VIP,531121585,
1.135593995,5.493565328,PV/FS,531339798,
3.764276743,2.584433334,SST/adap,531342116,
-0.716902456,-1.920192532,spiny mouse,532355382,
-3.305392828,-2.683722155,spiny mouse,532571720,
2.508016872,1.247045157,SST/adap,534141324,
3.211685454,-1.550261047,SST/adap,534303031,
-1.470413182,-2.621303066,spiny mouse,534524026,
-1.819467368,-3.303330945,spiny mouse,535520969,
3.569760495,2.352064627,IR/VIP,535708196,
-0.784093362,0.544290925,IR/VIP,535728342,
-3.963210754,-1.902718026,LS/Neurogliaform,536306115,
-4.096559911,-1.973549832,LS/Neurogliaform,536951541,
-4.624132388,-2.022267259,LS/Neurogliaform,538162646,
-4.623438254,-2.09137057,LS/Neurogliaform,538866343,
-1.096353576,-0.457846196,LS/Neurogliaform,539014038,
0.716257482,-2.712904741,spiny mouse,539742766,
2.79140467,-1.041985142,SST/adap,547238558,
3.079948375,-1.310238805,SST/adap,547262585,
3.012838027,-1.273464228,SST/adap,547262673,
-1.168267085,-0.967079995,SST/adap,547325858,
2.82664031,-1.090001722,SST/adap,547328377,
3.000058059,-1.251555264,SST/adap,547330489,
3.804320316,2.529964055,SST/adap,547336671,
2.867777529,-1.107593755,SST/adap,547344442,
-2.626433672,-1.58151596,SST/adap,547616623,
3.218786947,-2.185446059,IR/VIP,553006549,
2.301416677,-1.500495701,IR/VIP,553219924,
1.305732738,0.900471513,SST/adap,553231879,
3.26494011,-2.130376042,IR/VIP,553541110,
-4.682206372,-1.955847133,LS/Neurogliaform,553561593,
-4.360892476,-0.817435886,LS/Neurogliaform,554432769,
-4.283492158,-1.075408001,LS/Neurogliaform,554443833,
-4.264153576,-1.744057606,LS/Neurogliaform,554454165,
-2.738980704,-5.285698926,spiny mouse,554454458,
-0.631615098,6.792373906,PV/FS,554779051,
-0.46468637,6.613757543,PV/FS,554807924,
1.165911493,5.60027982,PV/FS,554807988,
2.083669736,0.665208097,SST/adap,555001065,
-4.745582508,-2.039167022,LS/Neurogliaform,555019563,
-0.797005775,0.354872242,IR/VIP,555042715,
0.474366673,-1.1498351,spiny mouse,555060623,
-0.457271334,1.017759496,IR/VIP,555079011,
-4.43607958,-1.285601899,LS/Neurogliaform,555089724,
4.31160793,2.868268586,IR/VIP,555241040,
-0.755596059,-3.654099435,spiny mouse,555241875,
3.046707986,-2.275561494,SST/adap,555263276,
-4.505633477,-1.371487115,LS/Neurogliaform,555341581,
-4.458300556,-1.079011325,LS/Neurogliaform,555345752,
4.772612554,1.006689442,spiny mouse,555354254,
-0.288014717,0.037396374,IR/VIP,555697303,
-3.818013864,-1.246422051,LS/Neurogliaform,555734606,
-4.044737068,-0.92427946,IR/VIP,555781149,
0.363425376,-1.280407316,spiny mouse,555832536,
1.045656223,2.491089088,SST/adap,555898896,
-0.509841873,-1.160364608,spiny mouse,556356342,
0.499991556,1.950458914,SST/adap,556357336,
-2.378139728,-4.672857969,spiny mouse,556363725,
-0.694229842,-3.09632554,spiny mouse,556369531,
1.328297083,-0.688252123,spiny mouse,556524816,
-1.454112357,-1.827512689,spiny mouse,556669671,
-1.135019295,-1.789307987,spiny mouse,556687527,
2.147560204,-1.673558748,IR/VIP,556701250,
-0.135894819,-2.322893583,spiny mouse,556910601,
-4.009595123,-0.839885138,LS/Neurogliaform,556914447,
-0.363886743,0.970760196,IR/VIP,556922061,
1.267234,1.067671723,SST/adap,556923554,
-1.4235828,-2.452751923,spiny mouse,556926517,
1.359491367,-1.184391435,IR/VIP,556968207,
1.072274403,-2.451962357,spiny mouse,557037024,
0.712627164,-1.872556705,LS/Neurogliaform,557194325,
2.953655738,-2.60790655,spiny mouse,557202210,
-4.357800336,-0.996619755,spiny mouse,557203722,
-0.325529491,-1.300741424,spiny mouse,557242105,
-0.333450189,-2.350164238,spiny mouse,557252022,
-4.426668693,-0.929176142,IR/VIP,557261437,
-1.182724153,-4.051419602,spiny mouse,557403606,
-1.83008853,-3.113306964,spiny mouse,557417271,
-0.205031425,-2.466050614,spiny mouse,557673526,
2.92393739,-2.662742748,spiny mouse,557679003,
0.712331028,-2.662186025,spiny mouse,557852711,
-1.474911158,-3.129319832,spiny mouse,557859470,
-0.193360631,1.381076947,IR/VIP,557859579,
0.255091134,-1.431762288,spiny mouse,557864274,
-2.277544056,-3.751892782,spiny mouse,557874460,
-0.797503942,-2.946900373,spiny mouse,557992635,
-2.126298364,-4.279494552,spiny mouse,557992762,
-2.234863617,-2.112286422,spiny mouse,557996299,
-0.927012648,-2.841772322,spiny mouse,557998843,
-1.91161891,-3.668372156,spiny mouse,558076716,
-1.246385186,-1.565346511,spiny mouse,558474375,
-1.809771728,-3.822867619,spiny mouse,558476932,
-2.493837096,-2.411957648,spiny mouse,558583839,
0.472976432,-0.864493148,spiny mouse,558612809,
-1.296393879,-3.878570035,spiny mouse,558615201,
-2.160427046,-3.152561471,spiny mouse,558660968,
-2.559857409,-3.067572111,spiny mouse,558662244,
-2.507394164,-4.223279266,spiny mouse,558675748,
0.029460609,-0.971873747,spiny mouse,558675895,
-2.402831095,-3.329594211,spiny mouse,559104842,
-0.302864611,0.831640221,spiny mouse,559221786,
-0.035077523,-0.722118717,spiny mouse,559222019,
-0.471000418,-3.389279785,spiny mouse,559387643,
-2.042336798,-2.907903546,spiny mouse,559388218,
0.206433632,-3.056821604,spiny mouse,560373629,
-0.852482668,0.364329234,IR/VIP,560424631,
0.011676175,-0.423245396,spiny mouse,560579320,
0.448951997,-2.684256827,spiny mouse,560579916,
0.008923915,-0.373818824,spiny mouse,560581448,
-0.873872512,-0.645045131,spiny mouse,560594898,
-0.208908204,-1.110831084,spiny mouse,560599530,
-0.240888642,-2.463298647,spiny mouse,560678143,
0.683235816,1.294124319,SST/adap,560684168,
2.744607089,-2.429079266,IR/VIP,560686477,
2.099520888,-1.725856568,IR/VIP,560690291,
0.613436011,1.316522286,IR/VIP,560690405,
0.689016632,3.155898112,SST/adap,560738452,
