IDs,X1,X2,labels
563000000,-32.0608,26.19398,mouse
483000000,-39.7211,30.25377,mouse
563000000,-37.4011,30.30828,mouse
570000000,-31.6787,29.92293,mouse
502000000,-39.9634,29.04503,mouse
515000000,-39.6136,27.67109,mouse
321000000,-40.3878,29.23646,mouse
505000000,-38.9533,27.55997,mouse
528000000,-31.5569,26.56851,mouse
325000000,-38.0705,28.54423,mouse
564000000,-31.2004,26.67603,mouse
501000000,-38.3667,27.09219,mouse
368000000,-38.0125,27.21634,mouse
486000000,-37.308,29.99569,mouse
581000000,-31.968,26.14432,mouse
547000000,-34.8995,28.29695,mouse
580000000,-31.7475,29.66152,mouse
491000000,-31.7753,30.23424,mouse
576000000,-33.1486,27.97187,mouse
329000000,-34.9986,27.31462,mouse
489000000,-33.1093,30.26099,mouse
586000000,-32.1154,29.22025,mouse
488000000,-31.5912,28.91144,mouse
527000000,-32.1146,26.44334,mouse
330000000,-31.8803,27.89718,mouse
562000000,-37.4418,26.56548,mouse
527000000,-32.8069,26.50796,mouse
324000000,-37.753,27.28999,mouse
573000000,-36.1189,28.79681,mouse
554000000,-31.7263,26.02275,mouse
503000000,-38.4965,29.89781,mouse
487000000,-31.7823,29.69852,mouse
481000000,-39.7946,28.24333,mouse
490000000,-36.7895,29.28987,mouse
584000000,-35.0496,28.28129,mouse
324000000,-34.0132,28.2067,mouse
480000000,-38.4451,29.34362,mouse
504000000,-37.8619,27.01145,mouse
491000000,-37.2296,30.20048,mouse
570000000,-32.4567,30.31945,mouse
565000000,-32.2624,29.61377,mouse
485000000,-31.3364,29.52716,mouse
557000000,-36.9549,28.65579,mouse
569000000,-31.725,26.35951,mouse
580000000,-31.9234,26.30034,mouse
575000000,-31.4005,26.61344,mouse
584000000,-40.4918,28.64295,mouse
485000000,-37.967,27.82027,mouse
481000000,-31.7624,30.57864,mouse
324000000,-35.9905,28.13372,mouse
599000000,-36.8627,28.60791,mouse
489000000,-31.9807,30.71451,mouse
589000000,-37.397,30.27073,mouse
599000000,-38.8951,29.77397,mouse
477000000,-36.5573,27.81638,mouse
575000000,-35.6653,25.88309,mouse
503000000,-39.3423,28.43746,mouse
527000000,-35.7222,27.08433,mouse
576000000,-35.3198,28.62535,mouse
562000000,-31.4239,26.28015,mouse
574000000,-34.7635,28.72193,mouse
574000000,-38.0807,30.34637,mouse
586000000,-32.6226,30.08482,mouse
486000000,-39.3091,28.26654,mouse
593000000,-32.6576,26.59547,mouse
490000000,-38.4765,27.55173,mouse
470000000,-31.245,26.74099,mouse
516000000,-35.6069,27.66547,mouse
561000000,-36.9909,26.70416,mouse
329000000,-34.9985,28.52446,mouse
483000000,-38.7962,27.02423,mouse
570000000,-35.4678,25.9879,mouse
516000000,-36.444,27.18976,mouse
487000000,-38.9932,28.53562,mouse
501000000,-39.3392,27.34203,mouse
490000000,-39.9091,29.07131,mouse
571000000,-36.1671,27.76465,mouse
474000000,-31.9459,26.33221,mouse
503000000,-40.0028,28.61341,mouse
480000000,-32.2754,28.60699,mouse
501000000,-39.4808,28.9834,mouse
586000000,-32.7494,29.63959,mouse
322000000,-32.4848,29.82234,mouse
580000000,-32.1919,29.82265,mouse
326000000,-40.5801,29.74383,mouse
487000000,-39.1035,29.3654,mouse
569000000,-35.2142,26.52144,mouse
503000000,-39.7446,29.22968,mouse
502000000,-40.6826,29.71588,mouse
470000000,-39.6174,27.42603,mouse
511000000,-39.532,28.5072,mouse
564000000,-35.1518,26.42347,mouse
502000000,-38.8246,29.90043,mouse
581000000,-38.9354,29.54582,mouse
588000000,-31.6021,29.56608,mouse
567000000,-35.4216,28.14526,mouse
474000000,-35.8082,29.30566,mouse
528000000,-31.4771,27.07923,mouse
594000000,-32.0625,28.26185,mouse
566000000,-40.1066,29.17746,mouse
473000000,-39.6281,29.40048,mouse
567000000,-36.4684,28.32225,mouse
556000000,-31.6796,26.49814,mouse
396000000,-39.1753,29.08872,mouse
508000000,-36.951,26.67505,mouse
569000000,-35.0335,26.19375,mouse
581000000,-32.1561,29.1503,mouse
498000000,-36.7496,27.16972,mouse
422000000,-39.4858,29.65753,mouse
503000000,-38.5232,26.65052,mouse
481000000,-32.6234,29.92802,mouse
523000000,-34.0546,26.5403,mouse
490000000,-35.41,28.1011,mouse
485000000,-31.7569,29.18861,mouse
572000000,-31.5262,28.69907,mouse
584000000,-35.9672,27.58184,mouse
527000000,-40.2011,29.26529,mouse
554000000,-31.3392,26.41227,mouse
397000000,-31.8584,29.59695,mouse
566000000,-40.3367,29.32006,mouse
514000000,-38.5335,29.65383,mouse
575000000,-32.394,30.61811,mouse
515000000,-35.6032,26.00554,mouse
610000000,-31.7837,29.17699,mouse
479000000,-31.9761,30.78658,mouse
506000000,-38.8297,29.8358,mouse
585000000,-36.0588,29.34376,mouse
593000000,-35.9381,28.53732,mouse
397000000,-35.3924,28.62626,mouse
592000000,-33.891,26.58665,mouse
578000000,-31.1771,26.65541,mouse
596000000,-39.4979,29.41454,mouse
562000000,-34.8625,28.68651,mouse
476000000,-38.4759,27.17812,mouse
580000000,-36.8581,28.59604,mouse
486000000,-37.6382,30.42107,mouse
567000000,-35.4551,28.42247,mouse
510000000,-36.7457,29.23927,mouse
478000000,-35.1205,28.62043,mouse
478000000,-37.5577,26.56572,mouse
480000000,-39.7307,28.30246,mouse
489000000,-37.9549,30.6029,mouse
509000000,-39.5586,29.6609,mouse
485000000,-32.4576,28.62933,mouse
319000000,-38.4549,26.58805,mouse
479000000,-39.4289,29.16828,mouse
397000000,-38.6506,26.68063,mouse
488000000,-31.5144,30.26199,mouse
490000000,-38.6633,28.02137,mouse
540000000,-36.4104,26.60861,mouse
471000000,-36.1216,28.10808,mouse
476000000,-31.837,29.70782,mouse
527000000,-31.4332,26.44632,mouse
570000000,-32.3505,30.02343,mouse
486000000,-39.3577,27.35419,mouse
585000000,-39.8875,27.90751,mouse
324000000,-38.9509,26.80729,mouse
567000000,-31.3714,26.28934,mouse
511000000,-31.8088,30.28852,mouse
487000000,-33.7207,28.70417,mouse
509000000,-37.2971,26.75097,mouse
487000000,-39.6712,27.66078,mouse
477000000,-39.9319,28.13408,mouse
485000000,-31.3063,29.82737,mouse
487000000,-39.9335,28.60109,mouse
591000000,-32.2841,30.43056,mouse
594000000,-35.2069,26.68204,mouse
480000000,-38.6998,28.20975,mouse
579000000,-37.3676,30.03366,mouse
569000000,-31.7584,26.48923,mouse
491000000,-37.2729,30.09396,mouse
516000000,-34.6968,28.49378,mouse
583000000,-36.0114,26.30753,mouse
588000000,-38.4107,29.48998,mouse
569000000,-31.9297,26.10323,mouse
575000000,-35.9725,28.46053,mouse
517000000,-39.8169,28.10855,mouse
480000000,-39.266,27.94098,mouse
522000000,-35.7615,27.03657,mouse
567000000,-38.6255,29.92803,mouse
587000000,-35.1959,28.65013,mouse
547000000,-34.719,28.67572,mouse
483000000,-35.6188,28.86172,mouse
509000000,-36.8857,26.71151,mouse
563000000,-37.8907,25.98772,mouse
485000000,-31.473,30.28595,mouse
607000000,-37.0262,27.90019,mouse
579000000,-36.033,27.77386,mouse
586000000,-35.5742,26.15278,mouse
320000000,-38.0111,27.08965,mouse
486000000,-38.2804,27.13517,mouse
623000000,-35.4367,28.4725,mouse
570000000,-31.8591,29.91694,mouse
487000000,-38.5807,27.91849,mouse
