IDs,X1,X2,labels
574000000,-40.2292,28.31995,mouse
562000000,-35.552,26.52954,mouse
315000000,-37.5384,27.7791,mouse
479000000,-32.3873,30.13012,mouse
555000000,-37.6647,27.62996,mouse
487000000,-39.4375,27.64807,mouse
587000000,-35.7171,26.08429,mouse
324000000,-38.0385,26.94308,mouse
477000000,-31.322,30.04023,mouse
589000000,-40.3927,29.5708,mouse
481000000,-32.1715,30.16915,mouse
319000000,-32.1506,30.18211,mouse
557000000,-35.7092,26.0053,mouse
563000000,-39.6251,29.15748,mouse
324000000,-38.9085,26.85936,mouse
483000000,-40.5272,29.06045,mouse
502000000,-36.907,29.0685,mouse
515000000,-31.9472,29.5903,mouse
487000000,-31.2938,30.0966,mouse
527000000,-33.0187,28.35675,mouse
570000000,-35.45,26.52205,mouse
491000000,-38.3822,26.83626,mouse
328000000,-31.1819,26.75057,mouse
490000000,-38.379,27.63228,mouse
580000000,-38.4729,28.7174,mouse
571000000,-32.3362,30.20887,mouse
566000000,-31.949,26.43956,mouse
557000000,-35.504,27.7157,mouse
563000000,-32.1153,30.29478,mouse
561000000,-34.8676,26.60277,mouse
518000000,-39.0234,27.44096,mouse
315000000,-35.8163,29.07677,mouse
569000000,-37.6189,27.68011,mouse
322000000,-38.8745,26.86374,mouse
581000000,-32.1511,29.4991,mouse
489000000,-35.4269,29.4741,mouse
476000000,-39.339,29.71792,mouse
557000000,-36.5265,27.77513,mouse
563000000,-31.4153,26.2389,mouse
584000000,-40.5431,29.85833,mouse
604000000,-31.9526,29.95845,mouse
511000000,-32.3903,30.29917,mouse
573000000,-37.5321,30.42236,mouse
470000000,-32.1869,30.62824,mouse
568000000,-35.4067,26.29273,mouse
565000000,-32.7062,26.54835,mouse
583000000,-35.4767,26.06888,mouse
571000000,-34.3195,26.35351,mouse
478000000,-31.5209,29.37885,mouse
325000000,-35.2628,28.05863,mouse
508000000,-37.7174,28.22557,mouse
482000000,-34.5176,26.66956,mouse
328000000,-31.8808,29.89394,mouse
586000000,-32.553,30.51697,mouse
483000000,-31.5621,26.46026,mouse
490000000,-33.5698,29.68245,mouse
502000000,-39.6763,29.59621,mouse
472000000,-33.559,28.82072,mouse
524000000,-38.1231,28.03994,mouse
490000000,-38.2064,28.4476,mouse
569000000,-31.6718,26.7715,mouse
483000000,-31.5823,26.68537,mouse
555000000,-37.8287,28.38205,mouse
475000000,-35.9931,28.78681,mouse
321000000,-40.3275,29.23904,mouse
512000000,-40.0233,28.35371,mouse
572000000,-31.9365,28.81902,mouse
571000000,-38.7015,27.19468,mouse
527000000,-31.8661,26.41066,mouse
468000000,-31.9103,29.84292,mouse
506000000,-38.5023,27.3812,mouse
576000000,-35.5078,27.59193,mouse
586000000,-32.3327,30.47608,mouse
323000000,-36.9265,27.97276,mouse
483000000,-34.7502,26.76399,mouse
502000000,-40.3645,28.75605,mouse
531000000,-34.962,28.15204,mouse
523000000,-36.8324,28.75652,mouse
488000000,-39.4995,28.66616,mouse
491000000,-36.1897,29.43174,mouse
563000000,-38.6057,27.72326,mouse
579000000,-32.4512,28.53851,mouse
555000000,-35.3058,26.41251,mouse
521000000,-39.7429,29.24592,mouse
501000000,-35.6559,28.31329,mouse
323000000,-39.0839,28.43154,mouse
515000000,-38.8791,26.57755,mouse
561000000,-31.5067,26.16802,mouse
341000000,-32.2772,30.67596,mouse
464000000,-36.0034,28.48122,mouse
567000000,-31.9488,30.34481,mouse
315000000,-37.4459,26.58312,mouse
559000000,-36.664,28.00907,mouse
559000000,-36.9383,27.61998,mouse
356000000,-39.331,28.04057,mouse
570000000,-34.9906,28.38724,mouse
489000000,-31.8419,29.95194,mouse
486000000,-40.0093,28.20984,mouse
489000000,-35.4902,26.85711,mouse
527000000,-40.3852,29.36915,mouse
476000000,-39.7253,30.27012,mouse
591000000,-35.4817,28.19924,mouse
515000000,-36.1277,27.68823,mouse
572000000,-31.8792,30.70255,mouse
510000000,-32.9574,29.88549,mouse
561000000,-31.705,26.31407,mouse
480000000,-32.2804,30.63817,mouse
479000000,-39.156,29.63885,mouse
385000000,-38.5934,26.42648,mouse
502000000,-36.4249,26.58407,mouse
586000000,-31.5749,26.81114,mouse
489000000,-39.4023,30.05413,mouse
321000000,-39.0994,29.41582,mouse
490000000,-39.9607,27.9713,mouse
571000000,-35.1163,27.251,mouse
472000000,-37.8117,30.59122,mouse
486000000,-39.3467,29.68567,mouse
561000000,-33.9416,27.87084,mouse
481000000,-31.174,26.78879,mouse
476000000,-33.9224,26.5186,mouse
556000000,-39.5879,28.48003,mouse
578000000,-31.2857,26.53871,mouse
470000000,-39.8439,28.98425,mouse
514000000,-40.3187,28.62078,mouse
481000000,-31.4249,29.11101,mouse
487000000,-38.1124,28.646,mouse
314000000,-38.5146,27.45286,mouse
478000000,-36.0597,29.52074,mouse
586000000,-31.356,26.59056,mouse
480000000,-39.7243,28.62733,mouse
525000000,-35.2517,26.32731,mouse
572000000,-35.0395,28.65666,mouse
559000000,-37.498,26.54925,mouse
522000000,-39.4084,27.68477,mouse
557000000,-35.2403,26.01863,mouse
485000000,-35.4191,27.70338,mouse
480000000,-38.1424,30.67609,mouse
487000000,-31.2086,26.60419,mouse
439000000,-31.2493,26.46192,mouse
594000000,-35.7146,28.12355,mouse
570000000,-38.4745,29.78043,mouse
562000000,-35.2392,26.13724,mouse
467000000,-38.8122,28.26536,mouse
476000000,-34.6665,27.52877,mouse
563000000,-37.8686,26.16223,mouse
503000000,-39.4307,27.93775,mouse
511000000,-38.1802,27.71199,mouse
569000000,-35.5591,27.8674,mouse
561000000,-34.907,26.01129,mouse
518000000,-39.5005,27.25096,mouse
341000000,-31.3863,29.74778,mouse
506000000,-39.2422,27.46221,mouse
564000000,-32.1585,30.55456,mouse
510000000,-40.7747,29.68986,mouse
566000000,-31.3521,26.9848,mouse
574000000,-32.0862,30.70886,mouse
423000000,-37.8536,27.29644,mouse
503000000,-40.7032,29.45042,mouse
324000000,-32.7364,29.98653,mouse
319000000,-32.6139,30.66443,mouse
478000000,-35.6267,28.77003,mouse
502000000,-37.2421,28.40348,mouse
562000000,-35.787,27.61695,mouse
476000000,-40.2376,29.74696,mouse
570000000,-31.8302,30.13267,mouse
479000000,-39.6847,28.15522,mouse
486000000,-31.6689,29.11473,mouse
491000000,-37.8628,28.98444,mouse
569000000,-35.18,26.44713,mouse
480000000,-39.2678,30.2094,mouse
476000000,-40.0676,28.53474,mouse
583000000,-35.885,29.06374,mouse
575000000,-37.2125,28.09667,mouse
489000000,-36.0825,26.32512,mouse
515000000,-32.5658,26.14395,mouse
563000000,-37.7584,27.93876,mouse
615000000,-32.123,30.69864,mouse
593000000,-35.2614,27.19669,mouse
511000000,-31.64,29.08052,mouse
570000000,-37.5078,26.57074,mouse
324000000,-40.6884,29.7175,mouse
485000000,-31.7691,30.5974,mouse
471000000,-39.5396,30.20509,mouse
474000000,-35.4476,27.04912,mouse
557000000,-39.8623,27.83063,mouse
314000000,-40.0208,28.75778,mouse
483000000,-39.7069,28.82873,mouse
487000000,-38.5738,27.55019,mouse
485000000,-38.4065,29.9572,mouse
547000000,-34.7495,28.8827,mouse
575000000,-31.2463,26.46087,mouse
464000000,-31.1684,26.76612,mouse
570000000,-32.8816,28.5593,mouse
570000000,-35.2863,26.81294,mouse
571000000,-37.0689,29.34095,mouse
570000000,-37.7547,26.17552,mouse
481000000,-32.3718,29.71104,mouse
483000000,-37.8723,27.74555,mouse
558000000,-38.8748,28.06986,mouse
321000000,-39.268,27.91018,mouse
486000000,-37.8825,28.09266,mouse
589000000,-38.3987,29.96818,mouse
491000000,-37.4376,26.75252,mouse
323000000,-35.9793,29.6196,mouse
624000000,-34.8989,28.76762,mouse
472000000,-36.6137,27.08695,mouse
477000000,-35.5851,28.62522,mouse
479000000,-31.5695,29.12365,mouse
629000000,-39.6526,27.50703,mouse
604000000,-32.2055,28.31611,mouse
593000000,-35.7628,27.42921,mouse
597000000,-32.3026,28.14661,mouse
491000000,-37.2591,30.13155,mouse
566000000,-35.377,28.55668,mouse
328000000,-34.9395,27.3963,mouse
581000000,-32.0557,30.10017,mouse
522000000,-37.2187,26.83917,mouse
565000000,-35.9669,28.68891,mouse
580000000,-39.9426,27.99812,mouse
554000000,-39.1888,28.92962,mouse
325000000,-40.1919,29.54614,mouse
320000000,-31.5934,30.01967,mouse
487000000,-34.5552,26.55203,mouse
321000000,-38.3754,26.50679,mouse
580000000,-36.8538,28.61614,mouse
555000000,-31.2752,26.39505,mouse
539000000,-31.6376,26.97901,mouse
561000000,-36.9582,29.66858,mouse
477000000,-39.4037,28.08192,mouse
590000000,-37.5433,30.26503,mouse
515000000,-32.6084,30.09395,mouse
474000000,-36.3872,27.33024,mouse
501000000,-34.2061,27.937,mouse
322000000,-35.9055,28.60132,mouse
511000000,-31.2382,26.68978,mouse
580000000,-36.8126,28.2352,mouse
576000000,-34.4394,26.52359,mouse
483000000,-33.9601,28.06232,mouse
474000000,-38.2694,28.62297,mouse
470000000,-39.0692,29.44873,mouse
488000000,-35.6142,26.3884,mouse
547000000,-34.7504,28.86206,mouse
330000000,-38.5791,26.48637,mouse
514000000,-37.5801,27.56407,mouse
478000000,-31.1564,26.83617,mouse
328000000,-34.1508,26.25765,mouse
476000000,-40.1028,29.21027,mouse
503000000,-40.4188,28.23872,mouse
315000000,-39.8993,28.10958,mouse
565000000,-34.9492,26.86724,mouse
487000000,-31.3294,29.6816,mouse
571000000,-31.8569,28.85515,mouse
561000000,-34.4929,27.90082,mouse
571000000,-34.9693,26.49249,mouse
575000000,-37.0781,28.46657,mouse
583000000,-33.2877,27.36741,mouse
470000000,-39.3276,26.7519,mouse
570000000,-35.674,25.86047,mouse
558000000,-40.107,27.92684,mouse
476000000,-37.2601,29.03027,mouse
489000000,-36.6781,27.12689,mouse
503000000,-39.0544,29.5798,mouse
569000000,-40.066,27.91024,mouse
518000000,-38.9512,29.81852,mouse
319000000,-32.124,29.0492,mouse
586000000,-31.2191,26.61556,mouse
490000000,-37.0793,26.78838,mouse
562000000,-35.3894,26.31966,mouse
501000000,-38.5001,29.7751,mouse
567000000,-34.7937,28.81033,mouse
567000000,-37.154,28.70991,mouse
470000000,-31.9845,30.5156,mouse
574000000,-35.0919,28.22286,mouse
581000000,-31.9751,29.11861,mouse
591000000,-32.5247,29.58431,mouse
476000000,-37.544,26.66329,mouse
476000000,-34.0975,26.80675,mouse
480000000,-37.5056,30.34957,mouse
522000000,-40.5977,29.08828,mouse
479000000,-37.3084,30.24068,mouse
479000000,-37.5592,30.35633,mouse
586000000,-37.2607,26.81149,mouse
477000000,-39.3845,28.33423,mouse
489000000,-39.9922,28.77628,mouse
491000000,-39.3059,29.48579,mouse
319000000,-31.8657,29.83301,mouse
476000000,-32.4309,30.1459,mouse
530000000,-40.6343,29.3963,mouse
534000000,-33.9076,28.24809,mouse
534000000,-35.1534,26.83808,mouse
565000000,-31.2525,26.464,mouse
467000000,-39.2626,28.05829,mouse
527000000,-31.4732,26.86234,mouse
472000000,-37.234,28.89029,mouse
584000000,-35.3154,27.04829,mouse
475000000,-39.2973,29.02058,mouse
480000000,-38.7895,28.89019,mouse
505000000,-39.4022,29.17281,mouse
521000000,-39.1313,29.30243,mouse
471000000,-31.6861,29.49483,mouse
579000000,-31.6699,26.3517,mouse
563000000,-38.8915,27.53992,mouse
523000000,-35.0234,28.2574,mouse
556000000,-39.4492,29.51214,mouse
486000000,-39.3348,28.25717,mouse
548000000,-36.1657,28.1565,mouse
327000000,-37.694,30.36483,mouse
483000000,-39.137,26.58043,mouse
530000000,-33.185,26.62633,mouse
324000000,-35.0431,28.02912,mouse
573000000,-31.9754,29.94471,mouse
475000000,-34.7189,28.86719,mouse
574000000,-39.0543,28.89287,mouse
477000000,-38.204,27.12769,mouse
314000000,-35.0539,28.15356,mouse
483000000,-31.2493,29.85227,mouse
486000000,-39.694,27.1436,mouse
517000000,-37.4263,27.17295,mouse
581000000,-31.5964,26.01187,mouse
396000000,-39.8028,28.37556,mouse
575000000,-33.2014,27.27602,mouse
553000000,-35.0491,28.20886,mouse
487000000,-31.9167,30.50975,mouse
488000000,-38.1508,30.68735,mouse
505000000,-39.4847,27.50481,mouse
389000000,-35.8194,27.70847,mouse
566000000,-31.6696,28.11229,mouse
486000000,-40.0153,28.04338,mouse
504000000,-40.4366,29.80748,mouse
565000000,-35.6709,29.17827,mouse
476000000,-31.9401,30.64825,mouse
522000000,-39.3064,27.19348,mouse
593000000,-34.2126,27.95028,mouse
471000000,-37.4254,30.28662,mouse
489000000,-33.2841,28.25198,mouse
566000000,-35.5398,28.47043,mouse
604000000,-39.7217,28.0363,mouse
502000000,-36.8688,27.32514,mouse
583000000,-34.902,25.94556,mouse
485000000,-37.173,28.63971,mouse
575000000,-31.6904,26.7036,mouse
524000000,-31.2326,26.83576,mouse
593000000,-35.9907,27.5343,mouse
479000000,-32.6311,30.23754,mouse
579000000,-39.2352,26.53759,mouse
586000000,-36.1323,27.03676,mouse
555000000,-35.9374,27.77819,mouse
489000000,-39.3485,29.83635,mouse
566000000,-37.4292,30.31356,mouse
558000000,-38.3454,28.37334,mouse
565000000,-31.6515,26.67256,mouse
565000000,-32.8495,28.38305,mouse
323000000,-34.7088,28.62868,mouse
566000000,-36.5248,26.68631,mouse
623000000,-34.7562,28.72065,mouse
515000000,-39.7819,27.67525,mouse
563000000,-34.3582,27.1428,mouse
523000000,-35.0903,26.13762,mouse
487000000,-37.7075,27.36108,mouse
505000000,-39.4755,28.83051,mouse
585000000,-37.4593,27.81799,mouse
328000000,-35.3092,26.04787,mouse
477000000,-39.8271,28.18296,mouse
575000000,-31.2145,26.80264,mouse
478000000,-40.0273,28.70971,mouse
569000000,-39.0006,26.61839,mouse
502000000,-39.5687,26.97318,mouse
571000000,-36.1528,29.34571,mouse
562000000,-33.3402,28.19333,mouse
574000000,-31.8945,30.3152,mouse
505000000,-38.3455,27.32783,mouse
502000000,-39.6039,29.29524,mouse
481000000,-31.5659,28.56683,mouse
478000000,-35.6022,26.00275,mouse
562000000,-36.215,27.75443,mouse
507000000,-38.8841,29.53878,mouse
314000000,-32.356,29.87989,mouse
591000000,-35.1753,28.54441,mouse
476000000,-35.5722,27.70425,mouse
508000000,-40.1222,28.75098,mouse
489000000,-31.5513,28.63125,mouse
486000000,-38.6752,29.10816,mouse
569000000,-38.3592,29.57206,mouse
517000000,-31.4489,26.45992,mouse
479000000,-37.8574,30.58563,mouse
581000000,-32.5497,30.7139,mouse
522000000,-35.0109,28.04289,mouse
570000000,-35.3723,28.61336,mouse
466000000,-39.3657,28.27808,mouse
328000000,-33.3932,29.37719,mouse
490000000,-37.7379,27.56365,mouse
498000000,-32.6581,28.35214,mouse
527000000,-40.7421,29.25793,mouse
558000000,-36.8191,26.87888,mouse
615000000,-33.1066,29.04905,mouse
314000000,-38.706,27.04265,mouse
486000000,-39.5534,27.76699,mouse
498000000,-39.5459,28.08781,mouse
315000000,-38.5612,27.34558,mouse
483000000,-39.1051,27.39411,mouse
486000000,-37.6688,30.52062,mouse
527000000,-31.5206,26.74689,mouse
583000000,-36.2103,26.64547,mouse
583000000,-35.1221,26.99313,mouse
529000000,-40.6007,29.05755,mouse
581000000,-32.2406,28.35334,mouse
567000000,-32.0363,28.51787,mouse
579000000,-32.0286,30.25658,mouse
577000000,-32.1403,27.73793,mouse
579000000,-40.2276,27.08127,mouse
580000000,-35.0875,26.9257,mouse
486000000,-31.483,28.84244,mouse
481000000,-31.3838,29.55459,mouse
578000000,-39.7259,30.28516,mouse
559000000,-37.5705,26.5856,mouse
483000000,-39.2807,26.77906,mouse
570000000,-32.1594,29.74656,mouse
593000000,-32.3106,29.92754,mouse
470000000,-39.8064,27.91517,mouse
490000000,-38.5227,26.66736,mouse
586000000,-35.6117,25.94567,mouse
561000000,-37.0652,29.75752,mouse
565000000,-36.4718,26.7627,mouse
476000000,-35.1399,27.98325,mouse
593000000,-32.3919,28.60161,mouse
383000000,-38.8158,26.70181,mouse
519000000,-35.3414,25.99395,mouse
326000000,-40.6032,28.47037,mouse
504000000,-35.9879,26.15299,mouse
584000000,-35.5278,28.5479,mouse
487000000,-35.5077,26.97908,mouse
488000000,-32.1747,29.30638,mouse
489000000,-37.3408,30.18262,mouse
563000000,-35.1855,26.15842,mouse
579000000,-38.1452,27.02587,mouse
481000000,-37.9422,27.89833,mouse
490000000,-38.4738,27.81114,mouse
569000000,-38.8299,28.30581,mouse
523000000,-31.241,26.5217,mouse
474000000,-34.5023,26.38736,mouse
479000000,-39.2696,29.31949,mouse
481000000,-31.682,29.17238,mouse
488000000,-31.8184,30.39226,mouse
475000000,-40.0674,27.67721,mouse
618000000,-34.786,28.63757,mouse
489000000,-31.3178,29.5482,mouse
555000000,-32.2263,30.48794,mouse
563000000,-39.9747,28.63725,mouse
580000000,-39.4183,26.6181,mouse
577000000,-35.9059,27.1749,mouse
547000000,-34.8353,28.55032,mouse
571000000,-35.8165,27.6588,mouse
505000000,-38.6183,29.88807,mouse
585000000,-36.1499,26.34861,mouse
585000000,-40.7361,29.73002,mouse
486000000,-38.4077,27.89939,mouse
488000000,-32.5066,30.25412,mouse
573000000,-36.5577,28.18142,mouse
584000000,-35.3288,28.58082,mouse
490000000,-31.386,29.93246,mouse
509000000,-36.7203,27.30071,mouse
486000000,-37.9884,28.95093,mouse
314000000,-35.6233,28.5812,mouse
593000000,-33.0212,26.78794,mouse
569000000,-38.2124,26.98092,mouse
488000000,-38.0848,29.19785,mouse
468000000,-38.1791,27.10202,mouse
576000000,-35.6197,25.95031,mouse
571000000,-35.7957,27.68371,mouse
573000000,-38.3468,29.92551,mouse
579000000,-32.4219,30.13487,mouse
491000000,-37.8029,27.31512,mouse
479000000,-31.476,26.14661,mouse
489000000,-32.6423,30.6669,mouse
490000000,-35.4458,27.94004,mouse
570000000,-40.1088,29.40748,mouse
623000000,-37.9277,30.41039,mouse
337000000,-31.7549,30.09558,mouse
490000000,-38.1811,27.66565,mouse
556000000,-35.7659,29.03054,mouse
589000000,-37.2845,28.40476,mouse
567000000,-31.6139,25.97237,mouse
626000000,-40.2488,28.43105,mouse
468000000,-39.7005,27.91884,mouse
486000000,-38.2802,27.5524,mouse
489000000,-39.2186,27.99719,mouse
489000000,-31.9577,28.83597,mouse
480000000,-31.4616,28.98808,mouse
567000000,-35.1711,26.9628,mouse
479000000,-40.2363,28.31853,mouse
554000000,-31.2004,26.75917,mouse
573000000,-38.039,28.74819,mouse
557000000,-31.9382,26.58754,mouse
488000000,-37.1468,27.47073,mouse
479000000,-39.3906,29.82282,mouse
557000000,-38.5819,28.09127,mouse
623000000,-34.8915,28.06546,mouse
481000000,-32.1296,26.46043,mouse
488000000,-31.3562,30.24186,mouse
490000000,-32.3171,30.12074,mouse
555000000,-35.3012,27.99156,mouse
624000000,-40.6773,29.69453,mouse
330000000,-38.4112,27.34831,mouse
477000000,-37.9876,27.74788,mouse
590000000,-38.0204,30.6266,mouse
315000000,-39.9118,27.89212,mouse
586000000,-32.2219,29.92849,mouse
386000000,-39.8805,29.07275,mouse
597000000,-34.7692,26.38043,mouse
624000000,-35.4158,28.45115,mouse
488000000,-37.5783,28.90723,mouse
567000000,-35.7297,26.55031,mouse
491000000,-34.7019,27.02557,mouse
591000000,-34.7391,28.88391,mouse
567000000,-36.075,29.20288,mouse
503000000,-40.0625,27.91758,mouse
502000000,-35.6261,28.52422,mouse
486000000,-31.5197,30.14989,mouse
517000000,-32.5951,29.96582,mouse
563000000,-34.4911,26.4703,mouse
397000000,-31.1024,26.78132,mouse
314000000,-31.6073,29.81867,mouse
470000000,-38.5631,26.46105,mouse
580000000,-32.3962,29.48188,mouse
479000000,-38.5945,29.84375,mouse
561000000,-31.8393,26.12904,mouse
566000000,-32.2353,28.53018,mouse
576000000,-33.2726,28.21501,mouse
589000000,-40.086,29.01359,mouse
510000000,-38.0579,28.29029,mouse
583000000,-35.5458,26.22235,mouse
576000000,-35.4104,27.36598,mouse
571000000,-35.4843,26.8447,mouse
476000000,-39.1986,27.93453,mouse
480000000,-31.5018,30.08065,mouse
514000000,-38.7425,29.8372,mouse
490000000,-38.4643,27.21889,mouse
466000000,-38.1506,27.45048,mouse
488000000,-37.567,27.60769,mouse
479000000,-35.719,28.91239,mouse
483000000,-31.4047,30.08279,mouse
497000000,-39.9363,27.25118,mouse
488000000,-37.2583,27.97076,mouse
485000000,-31.4258,30.12356,mouse
488000000,-31.8259,28.89894,mouse
480000000,-38.2846,29.21582,mouse
517000000,-35.3983,27.48029,mouse
486000000,-36.5038,26.82577,mouse
566000000,-35.0073,26.34628,mouse
486000000,-37.4441,30.31771,mouse
479000000,-36.9697,26.91781,mouse
481000000,-38.7972,28.1205,mouse
478000000,-39.7948,29.13774,mouse
553000000,-37.0637,26.76439,mouse
570000000,-35.1704,28.28711,mouse
578000000,-36.7106,28.05021,mouse
479000000,-31.8112,30.05434,mouse
568000000,-32.1325,30.35037,mouse
570000000,-32.2914,29.73629,mouse
584000000,-32.4698,30.45145,mouse
323000000,-32.1775,30.59814,mouse
569000000,-31.9085,26.18932,mouse
322000000,-39.8483,28.20344,mouse
566000000,-39.6825,27.18671,mouse
574000000,-32.2576,29.75863,mouse
485000000,-37.3822,28.96063,mouse
485000000,-32.1476,28.29613,mouse
483000000,-39.0468,27.44822,mouse
567000000,-35.5728,28.30532,mouse
555000000,-32.4274,30.55486,mouse
533000000,-40.2798,29.44562,mouse
583000000,-35.322,26.428,mouse
483000000,-35.6569,28.82416,mouse
501000000,-38.9019,28.09139,mouse
570000000,-35.3808,27.88549,mouse
584000000,-31.6115,27.1747,mouse
504000000,-31.1541,26.81255,mouse
323000000,-33.2617,29.91776,mouse
580000000,-31.1494,26.72041,mouse
580000000,-32.6828,28.42268,mouse
587000000,-34.8436,28.80086,mouse
476000000,-37.3419,28.69401,mouse
603000000,-39.3084,29.90919,mouse
576000000,-35.4566,26.10492,mouse
482000000,-32.0234,30.74589,mouse
569000000,-37.411,30.07026,mouse
476000000,-35.6476,28.52947,mouse
314000000,-32.88,30.21662,mouse
329000000,-35.3811,29.51431,mouse
606000000,-38.8057,27.88697,mouse
591000000,-37.2084,28.20962,mouse
324000000,-39.8575,28.57244,mouse
488000000,-36.4813,29.28705,mouse
525000000,-35.0084,28.68601,mouse
565000000,-37.3222,30.25144,mouse
576000000,-35.1083,27.63084,mouse
603000000,-37.6683,28.08897,mouse
570000000,-37.2903,30.23315,mouse
510000000,-35.3611,26.30624,mouse
321000000,-40.2814,29.15522,mouse
471000000,-32.6041,30.22628,mouse
480000000,-40.0091,27.80074,mouse
564000000,-35.4689,26.09097,mouse
585000000,-36.1423,28.68998,mouse
515000000,-35.355,26.34314,mouse
509000000,-36.9259,29.00618,mouse
593000000,-35.2254,26.60616,mouse
475000000,-35.9051,27.79795,mouse
485000000,-32.8459,28.42956,mouse
570000000,-35.2488,28.56657,mouse
397000000,-35.6723,29.35289,mouse
539000000,-31.3463,26.50615,mouse
570000000,-31.9084,26.2603,mouse
555000000,-32.0182,26.70341,mouse
486000000,-37.263,26.95482,mouse
327000000,-31.9304,26.34867,mouse
606000000,-31.9635,26.13133,mouse
474000000,-33.1862,29.49262,mouse
486000000,-39.0411,28.26453,mouse
591000000,-31.7372,30.00009,mouse
486000000,-38.823,27.88536,mouse
579000000,-40.1078,27.87141,mouse
477000000,-35.9573,29.32155,mouse
488000000,-37.5587,29.00871,mouse
323000000,-35.1465,28.59798,mouse
485000000,-36.9852,26.79839,mouse
480000000,-37.4241,30.29772,mouse
586000000,-36.5642,26.98314,mouse
502000000,-38.2824,27.59126,mouse
468000000,-39.8146,28.2727,mouse
396000000,-39.6632,28.14906,mouse
562000000,-31.9288,26.74142,mouse
574000000,-32.2793,29.55835,mouse
599000000,-38.6836,28.34562,mouse
489000000,-36.7839,28.40404,mouse
476000000,-35.386,26.14805,mouse
481000000,-39.1267,27.97089,mouse
628000000,-40.225,29.02064,mouse
397000000,-39.9379,28.37507,mouse
527000000,-38.7115,29.09076,mouse
560000000,-35.2112,26.6274,mouse
509000000,-38.443,30.62301,mouse
574000000,-39.0812,29.53162,mouse
571000000,-31.8043,28.81321,mouse
565000000,-34.7102,26.28349,mouse
598000000,-31.9974,28.85941,mouse
562000000,-32.1895,30.19558,mouse
502000000,-40.3387,28.18374,mouse
476000000,-39.4762,29.47095,mouse
488000000,-38.3284,29.50645,mouse
483000000,-38.7534,29.80463,mouse
489000000,-31.2493,26.5151,mouse
486000000,-37.4736,26.58324,mouse
557000000,-37.3611,29.85104,mouse
560000000,-37.5177,29.02213,mouse
322000000,-31.6002,30.33107,mouse
502000000,-38.1343,27.62406,mouse
563000000,-31.7515,26.05896,mouse
566000000,-31.388,26.97997,mouse
510000000,-40.4219,29.50936,mouse
485000000,-40.1518,28.80649,mouse
502000000,-39.7984,29.12345,mouse
518000000,-38.5087,27.04315,mouse
567000000,-38.5283,28.19402,mouse
477000000,-34.8182,27.83353,mouse
561000000,-34.9249,27.67743,mouse
354000000,-38.447,28.84798,mouse
488000000,-37.4724,27.47492,mouse
536000000,-35.2285,26.35312,mouse
567000000,-31.8812,26.62666,mouse
475000000,-35.2669,28.11566,mouse
485000000,-35.68,28.61133,mouse
326000000,-40.2433,29.12515,mouse
586000000,-35.4895,26.07612,mouse
486000000,-37.4314,30.21165,mouse
573000000,-38.2812,26.78259,mouse
515000000,-35.0132,26.26117,mouse
562000000,-32.8012,30.54387,mouse
571000000,-39.1119,28.58051,mouse
528000000,-39.099,29.31426,mouse
483000000,-34.9779,27.57824,mouse
566000000,-31.1657,26.69746,mouse
489000000,-32.7497,30.43703,mouse
486000000,-36.4796,28.257,mouse
487000000,-34.7722,26.88611,mouse
577000000,-32.7742,30.0677,mouse
579000000,-31.2824,30.0512,mouse
501000000,-37.4617,27.78923,mouse
561000000,-35.5683,26.51968,mouse
586000000,-34.442,27.99253,mouse
350000000,-39.5976,28.29201,mouse
528000000,-39.6728,30.00707,mouse
488000000,-32.3815,30.1583,mouse
490000000,-34.0291,28.03403,mouse
567000000,-35.7758,28.35901,mouse
517000000,-34.9778,28.71186,mouse
570000000,-35.7218,27.2335,mouse
562000000,-35.4695,28.88884,mouse
563000000,-31.6941,26.29927,mouse
514000000,-38.5425,26.66813,mouse
592000000,-32.1557,30.49244,mouse
397000000,-38.6649,27.65568,mouse
491000000,-37.9806,30.62371,mouse
559000000,-40.087,28.45794,mouse
480000000,-38.3841,28.23484,mouse
334000000,-32.2399,29.9533,mouse
572000000,-35.0863,26.16139,mouse
623000000,-37.7268,30.15404,mouse
474000000,-31.138,26.82849,mouse
397000000,-38.9687,28.09553,mouse
470000000,-32.0478,30.21134,mouse
397000000,-31.4831,29.88662,mouse
575000000,-39.2012,28.61693,mouse
535000000,-38.0835,27.44575,mouse
483000000,-31.2307,29.67256,mouse
483000000,-39.6805,28.40593,mouse
321000000,-32.1888,29.16292,mouse
507000000,-38.7386,27.48892,mouse
508000000,-36.6814,26.77586,mouse
487000000,-31.1472,26.75574,mouse
491000000,-38.1491,27.31837,mouse
520000000,-35.8645,28.02482,mouse
520000000,-36.1369,29.58673,mouse
486000000,-39.4797,28.15515,mouse
564000000,-31.3544,26.45505,mouse
472000000,-37.6142,29.03638,mouse
466000000,-38.3329,27.28057,mouse
475000000,-32.8174,29.88966,mouse
573000000,-37.6213,30.49321,mouse
609000000,-35.0923,28.33918,mouse
567000000,-31.3883,26.95786,mouse
511000000,-31.629,29.9819,mouse
491000000,-34.9246,28.0088,mouse
555000000,-38.4339,27.05117,mouse
397000000,-32.0807,29.79509,mouse
571000000,-35.9462,27.46623,mouse
571000000,-34.9803,26.51909,mouse
467000000,-36.8485,28.74793,mouse
569000000,-34.9058,27.61062,mouse
626000000,-36.7877,29.44503,mouse
